MEGFR,Viatura_COD,TIPO_DECIR,ELEMENTO,COD_EQUIPA,CODIGO_ICNF,TIPOLOGIA,MODELO,MARCA,CHASSIS,MATRICULA,UO_DRCNF,BASE,ESTADO,AGFR,LAT_BASE,LONG_BASE,DDI_VIATURA,Ligada_Meios_v1
ESF,VLCI 16-XO-64,VLCI,SF 26-164,SF 26-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-64,Freguesia de Cadafaz e Colmeal,Góis,NULL,CENTRO,40.1429,-8.00329,NULL,Ligada
ESF,VLCI AS-23-OG,VLCI,SF 27-164,SF 27-164 ,NULL,NULL,"AN1P(EU,N)",TOYOTA,NULL,AS-23-OG,Conselho Directivo dos Baldios da Freguesia de Vila Nova,Miranda do Corvo,NULL,CENTRO,40.0494,-8.2795,NULL,Ligada
ESF,VLCI AT-40-SZ,VLCI,SF 28-164,SF 28-164 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AT-40-SZ,CAULE - Associação Florestal da Beira Serra,Tábua,NULL,CENTRO,40.3141,-7.89035,NULL,Ligada
ESF,VLCI 59-TQ-92,VLCI,SF 30-164 ,SF 30-164,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,59-TQ-92,Município de Vila Nova de Poiares,Vila Nova de Poiares,NULL,CENTRO,40.2101,-8.25915,NULL,Ligada
ESF,VLCI 53-VA-29,VLCI,SF 31-164,SF 31-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-29,Associação Florestal do Pinhal,Vila Nova de Poiares,NULL,CENTRO,40.1382,-8.22538,5260698,Ligada
BSF,VLCI 18-VI-38,VLCI,SF 32-164,BRIG-1-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-38,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164,Coimbra,NULL,CENTRO,40.2006,-8.4064,5260700,Ligada
BSF,VLCI 18-VI-26,VLCI,SF 33-164,BRIG-1-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-26,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164,Coimbra,NULL,CENTRO,40.2006,-8.4064,5260702,Ligada
BSF,VLCI 18-VI-42,VLCI,SF 34-164,BRIG-1-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-42,Comunidade Intermunicipal da Região de Coimbra - BRIG-1-164,Coimbra,NULL,CENTRO,40.2006,-8.4064,5260704,Ligada
ESF,VLCI 53-VA-94,VLCI,SF 35-164,SF 35-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-94,"Litocoop - Cooperativa Agro-Florestal da Beira, CRL",Miranda do Corvo,NULL,CENTRO,40.1276,-8.33183,5260707,Ligada
ESF,VLCI 35-VL-16,VLCI,SF 37-164,SF 37-164,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-16,Comunidade Intermunicipal da Região de Coimbra - BRIG-2-164,Coimbra,NULL,CENTRO,40.2006,-8.4064,5260709,Ligada
ESF,VLCI 81-PC-01,VLCI,SF 01-165,SF 01-165 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-01,ADRL - Associação de Desenvolvimento Rural de Lafões,Vouzela,NULL,CENTRO,40.7237,-8.11165,5260776,Ligada
ESF,VLCI 67-TX-28,VLCI,SF 06-165,SF 06-165 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-28,"Freguesia de Parada de Ester e Ester, em representação do Conselho Directivo dos Baldios de Parada, Ilha e Corgo d’Água ",Castro Daire,NULL,CENTRO,40.9317,-8.0591,5260716,Ligada
ESF,VLCI 67-TX-22,VLCI,SF 07-165,SF 07-165 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-22,Associação de Produtores Florestais de Mortágua,Mortágua,NULL,CENTRO,40.3965,-8.22981,5260775,Ligada
ESF,VLCI 67-TX-44,VLCI,SF 08-165,SF 08-165 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-44,ADRL - Associação de Desenvolvimento Rural de Lafões,Vouzela,NULL,CENTRO,40.7237,-8.11165,5260777,Ligada
ESF,VLCI 53-VA-39,VLCI,SF 10-165,SF 10-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-39,Assembleia de Compartes dos Baldios da Freguesia de Ferreira de Aves,Sátão,NULL,CENTRO,40.8089,-7.66522,5260717,Ligada
ESF,VLCI 38-XF-92,VLCI,SF 11-165,SF 11-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-92,VERDE LAFÕES - Associação de Produtores Florestais,Oliveira de Frades,NULL,CENTRO,38.5596,-9.03704,5260720,Ligada
ESF,VLCI 57-XI-31,VLCI,SF 12-165,SF 12-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-31,BIOSFERA - Associação Florestal de Caça e Pesca dos Compartes de Ribeiradio,Oliveira de Frades,NULL,CENTRO,40.7343,-8.17615,5260722,Ligada
ESF,VLCI 53-VA-56,VLCI,SF 13-165,SF 13-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-56,"Assembleia de Compartes dos Baldios de Mioma, Meã, Afonsim, Fontainhas e Quinta do Monte",Sátão,NULL,CENTRO,40.7521,-7.71096,5260723,Ligada
ESF,VLCI 39-XF-12,VLCI,SF 14-165,SF 14-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-12,Associação de Produtores Florestais da Serra Lapa e Dão,Aguiar da Beira,NULL,CENTRO,40.8592,-7.52892,5260726,Ligada
ESF,VLCI 39-XF-07,VLCI,SF 15-165,SF 15-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-07,Associação de Produtores Florestais do Planalto Beirão,Carregal do Sal,NULL,CENTRO,40.4369,-8.0021,5260728,Ligada
ESF,VLCI 38-XF-94,VLCI,SF 16-165,SF 16-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-94,"Freguesia de São Pedro do Sul, Várzea e Baiões",São Pedro do Sul,NULL,CENTRO,40.7625,-8.06539,5260730,Ligada
ESF,VLCI 57-XI-25,VLCI,SF 17-165,SF 17-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-25,Freguesia do Sul,São Pedro do Sul,NULL,CENTRO,40.7655,-8.06683,5260732,Ligada
ESF,VLCI 38-XF-95,VLCI,SF 18-165,SF 18-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-95,Agrupamento de Produtores Florestais de São Cristóvão de Lafões,São Pedro do Sul,NULL,CENTRO,40.7699,-8.1744,5260734,Ligada
ESF,VLCI 38-XF-90,VLCI,SF 19-165,SF 19-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-90,"Freguesia de Pindelo dos Milagres, em representação da Assembleia de Compartes dos Baldios da Freguesia de Pindelo dos Milagres",São Pedro do Sul,NULL,CENTRO,40.8054,-7.96242,5260736,Ligada
ESF,VLCI 57-XI-35,VLCI,SF 20-165,SF 20-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-35,"Freguesia de Santa Cruz de Trapa e São Cristóvão de Lafões, em representação da Assembleia de Compartes de Santa Cruz da Trapa ",São Pedro do Sul,NULL,CENTRO,40.7941,-8.07339,5260738,Ligada
ESF,VLCI 39-FA-54,VLCI,SF 21-165,SF 21-165 ,NULL,NULL,L200,Mitsubishi,NULL,39-FA-54,Freguesia de Santiago de Besteiros,Tondela,NULL,CENTRO,40.5842,-8.12613,NULL,Ligada
ESF,VLCI 91-XJ-12,VLCI,SF 22-165,SF 22-165 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,91-XJ-12,Associação de Produtores Florestais de Montemuro e Paiva,Castro Daire,NULL,CENTRO,40.9007,-7.92988,NULL,Ligada
ESF,VLCI AT-52-SZ,VLCI,SF 24-165,SF 24-165 ,NULL,NULL,Hilux 2.4D,Toyota,NULL,AT-52-SZ,DÃO FLORA - Associação de Produtores Florestais,Penalva do Castelo,NULL,CENTRO,40.6759,-7.70071,NULL,Ligada
ESF,VLCI AS-15-OG,VLCI,SF 25-165,SF 25-165 ,NULL,NULL,Hilux,Toyota,NULL,AS-15-OG,Freguesia de Parada de Gonta,Tondela,NULL,CENTRO,40.5809,-7.99433,NULL,Ligada
ESF,VLCI AT-49-SZ,VLCI,SF 26-165,SF 26-165 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AT-49-SZ,Município de Vila Nova de Paiva,Vila Nova de Paiva,NULL,CENTRO,40.8521,-7.72994,NULL,Ligada
ESF,VLCI 00-IS-96,VLCI,SF 28-165,SF 28-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,00-IS-96,CEDRUS - Associação de Produtores Florestais de Viseu,Viseu,NULL,CENTRO,40.6628,-7.90859,5260746,Ligada
ESF,VLCI 13-ST-50,VLCI,SF 29-165,SF 29-165,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-50,Associação de Freguesias da Serra do Caramulo,Tondela,NULL,CENTRO,40.5696,-8.17078,5260778,Ligada
ESF,VLCI 53-VA-58,VLCI,SF 30-165,SF 30-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-58,Associação de Produtores Florestais do Planalto Beirão - APFPB,Nelas,NULL,CENTRO,40.4369,-8.0021,5260747,Ligada
ESF,VLCI 53-VA-15,VLCI,SF 31-165,SF 31-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-15,CEDRUS - Associação Produtores Florestais de Viseu,Mangualde,NULL,CENTRO,40.6628,-7.90859,5260749,Ligada
ESF,VLCI 53-VA-61,VLCI,SF 32-165,SF 32-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-61,CEDRUS - Associação Produtores Florestais de Viseu,Mangualde,NULL,CENTRO,40.6628,-7.90859,5260751,Ligada
ESF,VLCI 53-VA-96,VLCI,SF 33-165,SF 33-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-96,DÃO FLORA - Associação de Produtores Florestais,Sátão,NULL,CENTRO,40.6759,-7.70071,5260753,Ligada
ESF,VLCI 53-VA-79,VLCI,SF 34-165,SF 34-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-79,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-1-165 - CIM VISEU DÃO LAFÕES ,Tondela,NULL,CENTRO,40.5212,-8.0877,5260755,Ligada
ESF,VLCI 51-FA-40,VLCI,SF 37-165,SF 37-165,NULL,NULL,NAVARRA,NISSAN,NULL,51-FA-40,Município de Mortágua,Mortágua,NULL,CENTRO,40.3965,-8.22981,NULL,Ligada
ESF,VLCI 35-VL-09,VLCI,SF 38-165,SF 38-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-09,Associação de Produtores Florestais de Montemuro e Paiva,Castro Daire,NULL,CENTRO,40.9007,-7.92988,5260757,Ligada
BSF,VLCI 35-VL-02,VLCI,SF 39-165,BRIG-2-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-02,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,Tondela,NULL,CENTRO,40.5212,-8.0877,5260760,Ligada
BSF,VLCI 35-VL-03,VLCI,SF 40-165,BRIG-2-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-03,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,Tondela,NULL,CENTRO,40.5212,-8.0877,5260762,Ligada
BSF,VLCI 35-VL-04,VLCI,SF 41-165,BRIG-2-165,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-04,Comunidade Intermunicipal Viseu Dão Lafões - BRIG-2-165,Tondela,NULL,CENTRO,40.5212,-8.0877,5260764,Ligada
ESF,VLCI 81-PC-03,VLCI,SF 01-166,SF 01-166 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-03,Associação de Produtores Florestais e Agrícolas do Concelho de Proença-a-Nova,Proença-A-Nova,NULL,CENTRO,39.7514,-7.9251,5260770,Ligada
ESF,VLCI 53-VA-76,VLCI,SF 03-166,SF 03-166 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-76,Município de Vila de Rei,Vila de Rei,NULL,LVT,39.6735,-8.14645,5260781,Ligada
ESF,VLCI 67-TX-31,VLCI,SF 04-166,SF 04-166 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-31,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,Sertã,NULL,CENTRO,39.8624,-8.01841,NULL,Ligada
ESF,VLCI 53-VA-30,VLCI,SF 07-166,SF 07-166 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-30,Associação de Produtores Florestais e Agrícolas do Concelho de Proença-a-Nova,Proença-A-Nova,NULL,CENTRO,39.7514,-7.9251,5260539,Ligada
ESF,VLCI AX-49-RN,VLCI,SF 09-166,SF 09-166 ,NULL,NULL,"AN1P(EU,N)",Toyota Hilux,NULL,AX-49-RN,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,Sertã,NULL,CENTRO,39.8624,-8.01841,NULL,Ligada
ESF,VLCI 00-IU-39,VLCI,SF 10-166,SF 10-166,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,00-IU-39,APFAM - Associação de Produtores Florestais de Alvelos e Muradal,Oleiros,NULL,CENTRO,39.9315,-7.88,NULL,Ligada
ESF,VLCI 13-ST-49,VLCI,SF 11-166,SF 11-166,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-49,APFAM - Associação de Produtores Florestais de Alvelos e Muradal,Oleiros,NULL,CENTRO,39.9315,-7.88,NULL,Ligada
ESF,VLCI 13-ST-51,VLCI,SF 12-166,SF 12-166,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-51,APROFLORA - Associação de Produtores Florestais e Agrícolas da Zona do Pinhal,Idanha-A-Nova,NULL,CENTRO,40.0259,-7.23982,NULL,Ligada
ESF,VLCI 53-VA-98,VLCI,SF 01-167,SF 01-167 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-98,URZE - Associação Florestal da Encosta da Serra da Estrela,Gouveia,NULL,CENTRO,40.499,-7.58987,5260567,Ligada
ESF,VLCI 53-VA-74,VLCI,SF 04-167,SF 04-167 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-74,APROFFAL - Associação de Produtores Florestais de Fornos de Algodres,Fornos de Algodres,NULL,CENTRO,40.6189,-7.53919,5260573,Ligada
ESF,VLCI 16-XO-60,VLCI,SF 06-167,SF 06-167 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-60,Município de Gouveia,Gouveia,NULL,CENTRO,40.4945,-7.59231,5260582,Ligada
ESF,VLCI 85-CT-37,VLCI,SF 07-167,SF 07-167 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,85-CT-37,Conselho Directivo do Baldio de Folgosinho,Gouveia,NULL,CENTRO,40.5095,-7.51391,5260586,Ligada
ESF,VLCI AU-47_TG,VLCI,SF 08-167,SF 08-167 ,NULL,NULL,Hilux2.4D4x4Cabina Dupla Caixa Metálica,Toyota Hilux,NULL,AU-47_TG,Município de Seia,Seia,NULL,CENTRO,40.4208,-7.70417,NULL,Ligada
ESF,VLCI 53-VA-50,VLCI,SF 09-167,SF 09-167,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-50,CAULE - Associação Florestal da Beira Serra,Seia,NULL,CENTRO,40.3141,-7.89035,5260594,Ligada
ESF,VLCI 69-HL-75,VLCI,SF 10-167,SF 10-167,NULL,NULL,L200 4WD,MITSUBISHI,NULL,69-HL-75,Município de Seia,Seia,NULL,CENTRO,40.4208,-7.70417,NULL,Ligada
ESF,VLCI 80-PC-90,VLCI,SF 02-168,SF 02-168 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,80-PC-90,CELFLOR - Associação de Produtores Florestais,Celorico da Beira,NULL,CENTRO,40.6272,-7.33957,NULL,Ligada
ESF,VLCI 67-TX-39,VLCI,SF 03-168,SF 03-168 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-39,ACRISABUGAL - Associação de Criadores de Ruminantes e de Produtores Florestais do Concelho do Sabugal,Sabugal,NULL,CENTRO,40.5086,-6.94868,NULL,Ligada
ESF,VLCI 67-TX-51,VLCI,SF 04-168,SF 04-168 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-51,CELFLOR - Associação de Produtores Florestais,Celorico da Beira,NULL,CENTRO,40.6272,-7.33957,NULL,Ligada
ESF,VLCI 67-TX-49,VLCI,SF 05-168,SF 05-168 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-49,ACRISABUGAL - Associação de Criadores de Ruminantes e de Produtores Florestais do Concelho do Sabugal,Sabugal,NULL,CENTRO,40.5086,-6.94868,NULL,Ligada
ESF,VLCI 67-TX-50,VLCI,SF 06-168,SF 06-168 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-50,Associação de Produtores Florestais do Concelho de Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,NULL,CENTRO,40.8951,-6.96395,NULL,Ligada
ESF,VLCI 53-VA-49,VLCI,SF 07-168,SF 07-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-49,Associação Floresta Viva de Fernão Joanes,Guarda,NULL,CENTRO,40.4852,-7.35576,5260587,Ligada
ESF,VLCI 53-VA-65,VLCI,SF 08-168,SF 08-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-65,Conselho Directivo dos Baldios da Freguesia de Santa Maria de Manteigas,Manteigas,NULL,CENTRO,40.4018,-7.53805,5260592,Ligada
ESF,VLCI 53-VA-72,VLCI,SF 09-168,SF 09-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-72,Conselho Directivo dos Baldios da Freguesia de São Pedro de Manteigas,Manteigas,NULL,CENTRO,40.4009,-7.53944,5260596,Ligada
ESF,VLCI 53-VA-90,VLCI,SF 10-168,SF 10-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-90,CROFLOR - Associação de Produtores Florestais do Cró,Almeida,NULL,CENTRO,40.7114,-6.90899,5260602,Ligada
ESF,VLCI 57-XI-36,VLCI,SF 11-168,SF 11-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-36,ALTO DA BROCA - Associação de Produtores Florestais,Trancoso,NULL,CENTRO,40.7175,-7.2929,5260607,Ligada
ESF,VLCI 39-XF-06,VLCI,SF 13-168,SF 13-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-06,COOPCÔA - Cooperativa Agrícola do Concelho do Sabugal,Sabugal,NULL,CENTRO,40.4832,-7.04015,5260613,Ligada
ESF,VLCI 39-XF-11,VLCI,SF 14-168,SF 14-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-11,PISCOTÁVORA - Associação de Produtores Florestais,Trancoso,NULL,CENTRO,40.7784,-7.34956,5260617,Ligada
ESF,VLCI 57-XI-32,VLCI,SF 15-168,SF 15-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-32,"Freguesia de Sameiro, em representação da Assembleia de Compartes dos Baldios da Freguesia de Sameiro ",Manteigas,NULL,CENTRO,40.3915,-7.5366,5260621,Ligada
ESF,VLCI 57-XI-22,VLCI,SF 16-168,SF 16-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-22,Conselho Directivo dos Baldios de Aldeia Velha,Sabugal,NULL,CENTRO,40.3434,-6.86749,5260625,Ligada
ESF,VLCI 39-XF-01,VLCI,SF 17-168,SF 17-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-01,Associação de Agricultores da Ribeira Teja e Vale do Côa,Mêda,NULL,CENTRO,40.9628,-7.26398,5260628,Ligada
ESF,VLCI 57-XI-21,VLCI,SF 18-168,SF 18-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-21,Assembleia de Compartes da Freguesia de Malcata,Sabugal,NULL,CENTRO,40.3016,-7.07016,5260630,Ligada
ESF,VLCI 39-XF-04,VLCI,SF 19-168,SF 19-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-04,Conselho Directivo dos Baldios de Fóios,Sabugal,NULL,CENTRO,40.2867,-6.89236,5260632,Ligada
ESF,VLCI 38-XF-67,VLCI,SF 20-168,SF 20-168 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-67,Municipio de Celorico da Beira,Celorico da Beira,NULL,CENTRO,40.635,-7.39363,5260634,Ligada
ESF,VLCI AT-05-UT,VLCI,SF 21-168,SF 21-168 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AT-05-UT,Freguesia de Valhelhas,Guarda,NULL,CENTRO,40.4108,-7.4014,NULL,Ligada
ESF,VLCI AX-47-RN,VLCI,SF 22-168,SF 22-168 ,NULL,NULL,HILUX,TOYOTA,NULL,AX-47-RN,CROFLOR - Associação de Produtores Florestais do Cró,Almeida,NULL,CENTRO,40.7114,-6.90899,NULL,Ligada
ESF,VLCI 69-IU-85,VLCI,SF 23-168,SF 23-168,NULL,NULL,CVNVD22,NISSAN,NULL,69-IU-85,COVICÔA - Associação de Produtores de Pequenos Ruminantes da Bacia Hidrográfica do Côa,Pinhel,NULL,CENTRO,40.7746,-7.05836,NULL,Ligada
ESF,VLCI 80-JQ-56,VLCI,SF 24-168,SF 24-168,NULL,NULL,NAVARA,NISSAN,NULL,80-JQ-56,Associação Floresta Viva de Fernão Joanes,Guarda,NULL,CENTRO,40.4852,-7.35576,5260640,Ligada
ESF,VLCI 53-VA-32,VLCI,SF 25-168,SF 25-168,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-32,ACRIGUARDA - Associação de Criadores de Ruminantes e Produtores Florestais do Concelho da Guarda,Guarda,NULL,CENTRO,40.5328,-7.23448,5260641,Ligada
BSF,VLCI 18-VI-25,VLCI,SF 26-168,BRIG-1-168,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-25,Comunidade Intermunicipal das Beiras e Serra da Estrela - BRIG-1-168,Guarda,NULL,CENTRO,40.5386,-7.26955,5260643,Ligada
BSF,VLCI 18-VI-34,VLCI,SF 27-168,BRIG-1-168,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-34,Comunidade Intermunicipal das Beiras e Serra da Estrela - BRIG-1-168,Guarda,NULL,CENTRO,40.5386,-7.26955,5260645,Ligada
BSF,VLCI 18-VI-21,VLCI,SF 28-168,BRIG-1-168,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-21,Comunidade Intermunicipal das Beiras e Serra da Estrela - BRIG-1-168,Guarda,NULL,CENTRO,40.5386,-7.26955,5260647,Ligada
ESF,VLCI 35-VL-05,VLCI,SF 29-168,SF 29-168,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-05,PISCOTÁVORA - Associação de Produtores Florestais,Trancoso,NULL,CENTRO,40.7784,-7.34956,5260649,Ligada
ESF,VLCI 80-PC-98,VLCI,SF 01-169,SF 01-169 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,80-PC-98,AFLOBEI - Associação de Produtores Florestais da Beira Interior,Idanha-A-Nova,NULL,CENTRO,39.8251,-7.48421,5260771,Ligada
ESF,VLCI 80-PC-99,VLCI,SF 02-169,SF 02-169 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,80-PC-99,FLORA - Associação de Agricultores e Silvicultores da Partida,Castelo Branco,NULL,CENTRO,40.0055,-7.66148,5260772,Ligada
ESF,VLCI 67-TX-30,VLCI,SF 03-169,SF 03-169 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-30,MAGAREFA - Associação de Produtores Florestais ,Castelo Branco,NULL,CENTRO,39.8503,-7.68735,5260773,Ligada
ESF,VLCI 01-95-TR,VLCI,SF 04-169,SF 04-169 ,NULL,NULL,Defender 130 2.5 TD5,LAND ROVER,NULL,01-95-TR,Assembleia de Compartes dos Baldios de Louriçal do Campo,Castelo Branco,NULL,CENTRO,39.9629,-7.40352,5260535,Ligada
ESF,VLCI 53-VA-26,VLCI,SF 05-169,SF 05-169 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-26,FLORA - Associação de Agricultores e Silvicultores da Partida,Castelo Branco,NULL,CENTRO,40.0055,-7.66148,5260537,Ligada
ESF,VLCI 53-VA-81,VLCI,SF 07-169,SF 07-169 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-81,Associação de Produtores Florestais e Agrícolas do Concelho de Proença-a-Nova,Vila Velha de Ródão,NULL,CENTRO,39.7514,-7.9251,5260541,Ligada
ESF,VLCI 57-XI-37,VLCI,SF 08-169,SF 08-169 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-37,AFLOBEI - Associação de Produtores Florestais da Beira Interior,Castelo Branco,NULL,CENTRO,39.8251,-7.48421,5260544,Ligada
ESF,VLCI 16-XO-58,VLCI,SF 09-169,SF 09-169 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-58,OPAFLOR - Associação de Produtores Florestais da Serra de Opa,Penamacor,NULL,CENTRO,40.1683,-7.16961,5260546,Ligada
ESF,VLCI AT-56-SZ,VLCI,SF 10-169,SF 10-169 ,NULL,NULL,HILUX,TOYOTA,NULL,AT-56-SZ,Município de Idanha-a-Nova,Idanha-A-Nova,NULL,CENTRO,40.0259,-7.23982,NULL,Ligada
BSF,VLCI 53-VA-70,VLCI,SF 11-169,BRIG-1-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-70,Comunidade Intermunicipal Beira Baixa ,Castelo Branco,NULL,CENTRO,39.8152,-7.49441,5260551,Ligada
BSF,VLCI 53-VA-91,VLCI,SF 12-169,BRIG-1-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-91,Comunidade Intermunicipal Beira Baixa ,Castelo Branco,NULL,CENTRO,39.8152,-7.49441,5260555,Ligada
BSF,VLCI 53-VA-95,VLCI,SF 13-169,BRIG-1-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-95,Comunidade Intermunicipal Beira Baixa,Castelo Branco,NULL,CENTRO,39.8152,-7.49441,5260557,Ligada
BSF,VLCI 35-VL-06,VLCI,SF 14-169,BRIG-2-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-06,Comunidade Intermunicipal Beira Baixa - BRIG-2-169,Castelo Branco,NULL,CENTRO,39.8199,-7.49633,5260560,Ligada
BSF,VLCI 35-VL-07,VLCI,SF 15-169,BRIG-2-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-07,Comunidade Intermunicipal Beira Baixa - BRIG-2-169,Castelo Branco,NULL,CENTRO,39.8199,-7.49633,5260562,Ligada
BSF,VLCI 35-VL-08,VLCI,SF 16-169,BRIG-2-169,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-08,Comunidade Intermunicipal Beira Baixa - BRIG-2-169,Castelo Branco,NULL,CENTRO,39.8199,-7.49633,5260564,Ligada
ESF,VLCI 81-PC-07,VLCI,SF 01-171,SF 01-171 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-07,"Tapada Nacional de Mafra, CIPRL",Mafra,NULL,LVT,38.9667,-9.3,NULL,Ligada
