MEGFR,Viatura_COD,TIPO_DECIR,ELEMENTO,COD_EQUIPA,CODIGO_ICNF,TIPOLOGIA,MODELO,MARCA,CHASSIS,MATRICULA,UO_DRCNF,BASE,ESTADO,AGFR,LAT_BASE,LONG_BASE,DDI_VIATURA,Ligada_Meios_v1
EGFR,VCOT AA-95-LV,VCOT,NULL,NULL,VASG 01 ALG,Veículo de Apoio de Fogo Rural,Outlander,Mitsubishi,NULL,AA-95-LV,Algarve,Olhão,NULL,ALGARVE,NULL,NULL,NULL,NÃO ligada
EGFR,VCOT AR-54-ZJ,VCOT,NULL,NULL,VGFR 05 ALE,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-54-ZJ,Alentejo,Alcácer do Sal,NULL,ALENTEJO,NULL,NULL,NULL,NÃO ligada
EGFR,VCOT AR-57-ZJ,VCOT,NULL,NULL,VGFR 03 ALE,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-57-ZJ,Alentejo,Portalegre,NULL,ALENTEJO,NULL,NULL,NULL,NÃO ligada
EGFR,VCOT AR-61-ZJ,VCOT,NULL,NULL,VGFR 02 LVT,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-61-ZJ,LVT,Ourém,NULL,LVT,NULL,NULL,NULL,Ligada
EGFR,VCOT AR-63-ZJ,VCOT,NULL,NULL,VGFR 04 ALE,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-63-ZJ,Alentejo,Évora,NULL,ALENTEJO,NULL,NULL,NULL,Ligada
EGFR,VCOT AR-64-ZJ,VCOT,NULL,NULL,VGFR 01 ALG,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-64-ZJ,Algarve,Olhão,NULL,ALGARVE,NULL,NULL,NULL,NÃO ligada
EGFR,VCOT AR-65-ZJ,VCOT,NULL,NULL,VGFR 04 LVT,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-65-ZJ,LVT,Santarém,NULL,LVT,NULL,NULL,NULL,NÃO ligada
EGFR,VCOT AR-67-ZJ,VCOT,NULL,NULL,VGFR 05 LVT,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-67-ZJ,LVT,Sintra,NULL,LVT,NULL,NULL,NULL,Ligada
EGFR,VCOT AR-73-ZJ,VCOT,NULL,NULL,VGFR 03 LVT,Veículo de Gestão de Fogo Rural,Hilux,Toyota,NULL,AR-73-ZJ,LVT,Porto de Mós,NULL,LVT,NULL,NULL,NULL,Ligada
EGFR,VCOT 55-VO-31,VCOT,NULL,NULL,VAFR 02 NRT,Veículo de Apoio de Fogo Rural,L200 4WD,MITSUBISHI,NULL,55-VO-31,Norte,Ponte de Lima,NULL,NORTE,NULL,NULL,NULL,Ligada
ESF,VLCI 81-PC-06,VLCI,SF 01-111,SF 01-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-06,Conselho Directivo dos Baldios da Freguesia de Riba de Âncora,Caminha,NULL,NORTE,41.8578,-8.78606,3260639,Ligada
ESF,VLCI 67-TX-37,VLCI,SF 03-111,SF 03-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-37,Conselho Directivo dos Baldios de Carvoeiro,Viana do Castelo,NULL,NORTE,41.6547,-8.69662,NULL,Ligada
ESF,VLCI 67-TX-38,VLCI,SF 04-111,SF 04-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-38,Associação Florestal do Lima,Ponte de Lima,NULL,NORTE,41.7931,-8.59389,NULL,Ligada
ESF,VLCI 67-TX-48,VLCI,SF 05-111,SF 05-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-48,Associação Florestal do Lima,Arcos de Valdevez,NULL,NORTE,41.7931,-8.59389,NULL,Ligada
ESF,VLCI 67-TX-41,VLCI,SF 06-111,SF 06-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-41,Assembleia de Compartes dos Baldios da Freguesia de Merufe,Monção,NULL,NORTE,42.0167,-8.3885,NULL,Ligada
ESF,VLCI 17-TX-25,VLCI,SF 07-111,SF 07-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,17-TX-25,Associação de Produtores Florestais do Vale do Minho,Paredes de Coura,NULL,NORTE,42.0224,-8.64061,NULL,Ligada
ESF,VLCI 53-VA-41,VLCI,SF 08-111,SF 08-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-41,Associação Florestal do Lima,Viana do Castelo,NULL,NORTE,41.7931,-8.59389,3260536,Ligada
ESF,VLCI 57-XI-27,VLCI,SF 09-111,SF 09-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-27,Associação Florestal do Lima,Ponte da Barca,NULL,NORTE,41.7931,-8.59389,3260539,Ligada
ESF,VLCI 38-XF-71,VLCI,SF 10-111,SF 10-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-71,"ATLÂNTICA - Associação Florestal dos Vales do Minho, Coura, Âncora, Vez e Lima",Arcos de Valdevez,NULL,NORTE,41.9188,-8.35279,3260541,Ligada
ESF,VLCI 38-XF-87,VLCI,SF 11-111,SF 11-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-87,Conselho Directivo dos Baldios da Freguesia de Lindoso,Ponte da Barca,NULL,NORTE,41.8599,-8.24551,3260543,Ligada
ESF,VLCI 39-XF-09,VLCI,SF 12-111,SF 12-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-09,Assembleia de Compartes dos Baldios da Freguesia de Soajo,Arcos de Valdevez,NULL,NORTE,41.8745,-8.2627,3260545,Ligada
ESF,VLCI 38-XF-62,VLCI,SF 13-111,SF 13-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-62,Assembleia de Compartes dos Baldios da Freguesia de Cabreiro,Arcos de Valdevez,NULL,NORTE,41.933,-8.41536,3260547,Ligada
ESF,VLCI 38-XF-76,VLCI,SF 14-111,SF 14-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-76,Conselho Directivo dos Baldios da Freguesia de Entre Ambos-os-Rios,Ponte da Barca,NULL,NORTE,41.8147,-8.25038,3260549,Ligada
ESF,VLCI 38-XF-73,VLCI,SF 15-111,SF 15-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-73,Assembleia de Compartes dos Baldios da Freguesia da Gavieira,Arcos de Valdevez,NULL,NORTE,41.9528,-8.24837,3260551,Ligada
ESF,VLCI AS-12-OG,VLCI,SF 16-111,SF 16-111 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-12-OG,Associação Florestal do Lima,Ponte de Lima,NULL,NORTE,41.7931,-8.59389,NULL,Ligada
ESF,VLCI AS-22-OG,VLCI,SF 17-111,SF 17-111 ,NULL,NULL,HILUX,TOYOTA,NULL,AS-22-OG,"ATLÂNTICA - Associação Florestal dos Vales do Minho, Coura, Âncora, Vez e Lima",Monção,NULL,NORTE,41.9188,-8.35279,NULL,Ligada
ESF,VLCI AS-14-OG,VLCI,SF 18-111,SF 18-111 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-14-OG,Associação Florestal do Lima,Ponte de Lima,NULL,NORTE,41.7931,-8.59389,NULL,Ligada
ESF,VLCI 39-FA-72,VLCI,SF 19-111,SF 19-111 ,NULL,NULL,HILUX,TOYOTA,NULL,39-FA-72,Associação de Produtores Florestais do Vale do Minho,Valença,NULL,NORTE,42.0224,-8.64061,NULL,Ligada
ESF,VLCI 96-FC-80,VLCI,SF 20-111,SF 20-111 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,96-FC-80,Associação de Produtores Florestais do Vale do Minho,Vila Nova de Cerveira,NULL,NORTE,42.0224,-8.64061,NULL,Ligada
ESF,VLCI AS-13-OG,VLCI,SF 21-111,SF 21-111,NULL,NULL,Hilux,Toyota,NULL,AS-13-OG,ACEB - Associação para a Cooperação Entre Baldios,Viana do Castelo,NULL,NORTE,41.6974,-8.82256,NULL,Ligada
ESF,VLCI AU-45-TG,VLCI,SF 22-111,SF 22-111 ,NULL,NULL,HILUX,TOYOTA,NULL,AU-45-TG,Conselho Directivo dos Baldios da Freguesia de Castro Laboreiro,Melgaço,NULL,NORTE,42.0324,-8.15835,NULL,Ligada
ESF,VLCI 35-JB-02,VLCI,SF 23-111,SF 23-111,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-JB-02,Associação de Produtores Florestais do Vale do Minho,Paredes de Coura,NULL,NORTE,42.0224,-8.64061,NULL,Ligada
ESF,VLCI 58-II-71,VLCI,SF 24-111,SF 24-111,NULL,NULL,L200 4WD,MITSUBISHI,NULL,58-II-71,Município de Melgaço,Melgaço,NULL,NORTE,42.113,-8.25882,NULL,Ligada
ESF,VLCI 13-ST-43,VLCI,SF 25-111,SF 25-111 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-43,Associação de Produtores Florestais do Vale do Minho,Caminha,NULL,NORTE,42.0224,-8.64061,NULL,Ligada
ESF,VLCI 13-ST-47,VLCI,SF 26-111,SF 26-111,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-47,Associação Florestal do Lima,Ponte de Lima,NULL,NORTE,41.7931,-8.59389,NULL,Ligada
ESF,VLCI 53-VA-60,VLCI,SF 27-111,SF 27-111,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-60,Associação de Produtores Florestais do Vale do Minho,Monção,NULL,NORTE,42.0224,-8.64061,3260565,Ligada
ESF,VLCI 67-TX-43,VLCI,SF 01-112,SF 01-112 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-43,Associação Florestal do Cávado,Vila Verde,NULL,NORTE,41.5377,-8.4001,NULL,Ligada
ESF,VLCI 53-VA-23,VLCI,SF 02-112,SF 02-112 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-23,Associação Florestal do Cávado,Amares,NULL,NORTE,41.5377,-8.4001,4260625,Ligada
ESF,VLCI 53-VA-24,VLCI,SF 03-112,SF 03-112 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-24,Associação Florestal do Cávado,Terras de Bouro,NULL,NORTE,41.5377,-8.4001,4260627,Ligada
ESF,VLCI 16-XO-65,VLCI,SF 04-112,SF 04-112 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-65,Associação Florestal do Cávado,Barcelos,NULL,NORTE,41.5377,-8.4001,4260630,Ligada
ESF,VLCI 90-XJ-92,VLCI,SF 05-112,SF 05-112 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,90-XJ-92,AFVH - Associação Florestal do Vale do Homem,Terras de Bouro,NULL,NORTE,41.7291,-8.13173,NULL,Ligada
ESF,VLCI AT-04-UT,VLCI,SF 05-113,SF 05-113 ,NULL,NULL,Hilux,Toyota,NULL,AT-04-UT,AFVH - Associação Florestal do Vale do Homem,Terras de Bouro,NULL,NORTE,41.7291,-8.13173,NULL,Ligada
ESF,VLCI BA-44-ID,VLCI,SF 06-112,SF 06-112,NULL,NULL,HILUX,Toyota,NULL,BA-44-ID,Associação Florestal do Cávado,Vila Verde,NULL,NORTE,41.5377,-8.4001,NULL,Ligada
ESF,VLCI BA-47-ID,VLCI,SF 07-112,SF 07-112,NULL,NULL,Hilux,Toyota,NULL,BA-47-ID,Associação Florestal do Cávado,Esposende,NULL,NORTE,41.5377,-8.4001,NULL,Ligada
ESF,VLCI 13-ST-62,VLCI,SF 08-112,SF 08-112,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-62,Associação Florestal do Cávado,Braga,NULL,NORTE,41.5377,-8.4001,NULL,Ligada
ESF,VLCI 53-VA-86,VLCI,SF 09-112,SF 09-112,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-86,Associação Florestal do Cávado,Barcelos,NULL,NORTE,41.5377,-8.4001,4260641,Ligada
ESF,VLCI 67-TX-26,VLCI,SF 01-113,SF 01-113 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-26,ASVA - Associação de Silvicultores do Vale do Ave,Trofa,NULL,NORTE,41.3378,-8.55947,3260640,Ligada
ESF,VLCI 53-VA-63,VLCI,SF 02-113,SF 02-113 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-63,APOSC - Associação para o Ordenamento da Serra da Cabreira,Vieira do Minho,NULL,NORTE,41.6339,-8.13938,4260587,Ligada
ESF,VLCI 90-XJ-87,VLCI,SF 04-113,SF 04-113 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,90-XJ-87,COFAFE - Cooperativa dos Produtores Agrícolas de Fafe,Fafe,NULL,NORTE,41.4565,-8.17206,NULL,Ligada
ESF,VLCI AT-10-UT,VLCI,SF 06-113,SF 06-113 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AT-10-UT,ASVA - Associação de Silvicultores do Vale do Ave,Santo Tirso,NULL,NORTE,41.3378,-8.55947,NULL,Ligada
ESF,VLCI AZ-91-OQ,VLCI,SF 07-113,SF 07-113,NULL,NULL,Hilux,Toyota,NULL,AZ-91-OQ,ASVA - Associação de Silvicultores do Vale do Ave,Vila Nova de Famalicão,NULL,NORTE,41.3378,-8.55947,NULL,Ligada
ESF,VLCI 13-ST-57,VLCI,SF 08-113,SF 08-113,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-57,ASVA - Associação de Silvicultores do Vale do Ave,Guimarães,NULL,NORTE,41.3378,-8.55947,NULL,Ligada
ESF,VLCI 53-VA-53,VLCI,SF 09-113,SF 09-113,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-53,APOSC - Associação para o Ordenamento da Serra da Cabreira,Vieira do Minho,NULL,NORTE,41.6339,-8.13938,4260595,Ligada
ESF,VLCI 53-VA-83,VLCI,SF 10-113,SF 10-113,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-83,APOSC - Associação para o Ordenamento da Serra da Cabreira,Vieira do Minho,NULL,NORTE,41.6339,-8.13938,4260597,Ligada
BSF,VLCI 18-VI-36,VLCI,SF 11-113,BRIG-1-113,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-36,Comunidade Intermunicipal do Ave BRIG-1-113,Guimarães,NULL,NORTE,41.4481,-8.29347,4260599,Ligada
BSF,VLCI 18-VI-17,VLCI,SF 12-113,BRIG-1-113,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-17,Comunidade Intermunicipal do Ave BRIG-1-113,Guimarães,NULL,NORTE,41.4481,-8.29347,4260601,Ligada
BSF,VLCI 18-VI-29,VLCI,SF 13-113,BRIG-1-113,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-29,Comunidade Intermunicipal do Ave,Guimarães,NULL,NORTE,41.4481,-8.29347,4260603,Ligada
ESF,VLCI 81-PC-10,VLCI,SF 01-114,SF 01-114 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-10,PORTUCALEA - Associação Florestal do Grande Porto,Vila Nova de Gaia,NULL,NORTE,41.1573,-8.54907,3260641,Ligada
ESF,VLCI 67-TX-45,VLCI,SF 02-114,SF 02-114 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-45,PORTUCALEA - Associação Florestal do Grande Porto,Vila do Conde,NULL,NORTE,41.1573,-8.54907,NULL,Ligada
ESF,VLCI 53-VA-38,VLCI,SF 03-114,SF 03-114 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-38,PORTUCALEA - Associação Florestal do Grande Porto,Valongo,NULL,NORTE,41.1573,-8.54907,3260570,Ligada
ESF,VLCI 57-XI-30,VLCI,SF 04-114,SF 04-114 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-30,PORTUCALEA - Associação Florestal do Grande Porto,Gondomar,NULL,NORTE,41.1573,-8.54907,3260574,Ligada
ESF,VLCI 81-PC-13,VLCI,SF 12-115,SF 12-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-13,Conselho Directivo dos Baldios da Freguesia de Ansiães,Amarante,NULL,NORTE,41.2811,-8.12331,3260645,Ligada
ESF,VLCI 67-TX-34,VLCI,SF 13-115,SF 13-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-34,Conselho Directivo dos Baldios do Lugar de Ermelo,Mondim de Basto,NULL,NORTE,41.3585,-7.88821,4260606,Ligada
ESF,VLCI 67-TX-40,VLCI,SF 14-115,SF 14-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-40,Associação Florestal de Ribeira de Pena,Ribeira de Pena,NULL,NORTE,41.4724,-7.84658,4260535,Ligada
ESF,VLCI 67-TX-36,VLCI,SF 15-115,SF 15-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-36,Associação Florestal de Entre Douro e Tâmega,Amarante,NULL,NORTE,41.1769,-8.14544,NULL,Ligada
ESF,VLCI 67-TX-29,VLCI,SF 16-115,SF 16-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-29,RURALBASTO - Cooperativa de Desenvolvimento Agro-Florestal de Basto,Cabeceiras de Basto,NULL,NORTE,41.5151,-7.99081,NULL,Ligada
ESF,VLCI 67-TX-35,VLCI,SF 17-115,SF 17-115 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-35,Associação Florestal do Vale do Sousa,Felgueiras,NULL,NORTE,41.2073,-8.27341,NULL,Ligada
ESF,VLCI 53-VA-27,VLCI,SF 18-115,SF 18-115 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-27,Associação Florestal de Ribeira de Pena,Ribeira de Pena,NULL,NORTE,41.4724,-7.84658,4260540,Ligada
ESF,VLCI 53-VA-62,VLCI,SF 19-115,SF 19-115 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-62,Associação Florestal de Ribeira de Pena,Ribeira de Pena,NULL,NORTE,41.4724,-7.84658,4260544,Ligada
ESF,VLCI 53-VA-67,VLCI,SF 22-115,SF 22-115 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-67,Associação Florestal de Ribeira de Pena,Ribeira de Pena,NULL,NORTE,41.4724,-7.84658,4260548,Ligada
ESF,VLCI 57-XI-26,VLCI,SF 23-115,SF 23-115 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-26,Conselho Diretivo dos Baldios de Aboadela,Amarante,NULL,NORTE,41.2319,-8.09675,3260583,Ligada
ESF,VLCI AS-08-OG,VLCI,SF 24-115,SF 24-115 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-08-OG,Conselho Diretivo dos Baldios de Cabeceiras de Basto - S. Nicolau,Cabeceiras de Basto,NULL,NORTE,41.5558,-8.02119,NULL,Ligada
ESF,VLCI 16-XO-71,VLCI,SF 25-115,SF 25-115 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-71,Associação Florestal de Compartes de Vilar de Ferreiros,Mondim de Basto,NULL,NORTE,41.4052,-7.90796,NULL,Ligada
ESF,VLCI AT-07-UT,VLCI,SF 26-115,SF 26-115 ,NULL,NULL,HILUX,TOYOTA,NULL,AT-07-UT,Associação Florestal de Entre Douro e Tâmega,Marco de Canaveses,NULL,NORTE,41.1769,-8.14544,NULL,Ligada
ESF,VLCI AS-21-OG,VLCI,SF 27-115,SF 27-115 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-21-OG,Município de Mondim de Basto,Mondim de Basto,NULL,NORTE,41.4108,-7.9523,NULL,Ligada
ESF,VLCI AU-46-TG,VLCI,SF 28-115,SF 28-115 ,NULL,NULL,HILUX,TOYOTA,NULL,AU-46-TG,Associação Florestal de Ribeira de Pena,Ribeira de Pena,NULL,NORTE,41.4724,-7.84658,4260555,Ligada
ESF,VLCI AS-02-OG,VLCI,SF 29-115,SF 29-115 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-02-OG,Conselho Directivo dos Baldios de Moimenta e Rabiçais,Cabeceiras de Basto,NULL,NORTE,41.5248,-7.88838,NULL,Ligada
ESF,VLCI AT-42-SZ,VLCI,SF 30-115,SF 30-115 ,NULL,NULL,Hilux,Toyota,NULL,AT-42-SZ,Conselho Directivo de Compartes dos Baldios da Freguesia de Bilhó,Mondim de Basto,NULL,NORTE,41.3931,-7.82758,NULL,Ligada
ESF,VLCI AX-42-RN,VLCI,SF 31-115,SF 31-115 ,NULL,NULL,HILUX,TOYOTA,NULL,AX-42-RN,Associação Florestal de Entre Douro e Tâmega,Marco de Canaveses,NULL,NORTE,41.1769,-8.14544,NULL,Ligada
ESF,VLCI 90-XJ-85,VLCI,SF 32-115,SF 32-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,90-XJ-85,Associação Florestal do Vale do Sousa,Vila Real,NULL,NORTE,41.3245,-7.74186,NULL,Ligada
ESF,VLCI AZ-79-OQ,VLCI,SF 34-115,SF 34-115,NULL,NULL,HILUX,TOYOTA,NULL,AZ-79-OQ,Associação Florestal de Entre Douro e Tâmega,Cinfães,NULL,NORTE,41.1769,-8.14544,NULL,Ligada
ESF,VLCI 13-ST-48,VLCI,SF 36-115,SF 36-115,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-48,Associação Florestal de Entre Douro e Tâmega,Cinfães,NULL,NORTE,41.1769,-8.14544,NULL,Ligada
ESF,VLCI 53-VA-28,VLCI,SF 37-115,SF 37-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-28,Associação Florestal de Entre Douro e Tâmega,Amarante,NULL,NORTE,41.1769,-8.14544,3260589,Ligada
ESF,VLCI 53-VA-75,VLCI,SF 38-115,SF 38-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-75,Freguesia de Santa Marinha,Ribeira de Pena,NULL,NORTE,41.5265,-7.78357,4260566,Ligada
BSF,VLCI 35-VL-22,VLCI,SF 39-115,BRIG-1-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-22,Comunidade Intermunicipal Tâmega e Sousa - BRIG-1-115,Penafiel,NULL,NORTE,41.1691,-8.34005,3260591,Ligada
BSF,VLCI 35-VL-23,VLCI,SF 40-115,BRIG-1-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-23,Comunidade Intermunicipal Tâmega e Sousa - BRIG-1-115,Penafiel,NULL,NORTE,41.1691,-8.34005,3260593,Ligada
BSF,VLCI 35-VL-14,VLCI,SF 41-115,BRIG-1-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-14,Comunidade Intermunicipal Tâmega e Sousa - BRIG-1-115,Penafiel,NULL,NORTE,41.1691,-8.34005,3260595,Ligada
ESF,VLCI 35-VL-13,VLCI,SF 42-115,SF 42-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-13,Conselho Diretivo dos Baldios da Freguesia de Rio Douro,Cabeceiras de Basto,NULL,NORTE,41.5442,-7.94917,4260620,Ligada
BSF,VLCI 55-VO-21,VLCI,SF 43-115,BRIG-2-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,55-VO-21,Comunidade Intermunicipal do Tâmega e Sousa - BRIG-2-115,Penafiel,NULL,NORTE,41.1691,-8.34005,3260598,Ligada
BSF,VLCI 55-VO-23,VLCI,SF 44-115,BRIG-2-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,55-VO-23,Comunidade Intermunicipal do Tâmega e Sousa - BRIG-2-115,Penafiel,NULL,NORTE,41.1691,-8.34005,3260600,Ligada
BSF,VLCI 55-VO-34,VLCI,SF 45-115,BRIG-2-115,NULL,NULL,L200 4WD,MITSUBISHI,NULL,55-VO-34,Comunidade Intermunicipal do Tâmega e Sousa - BRIG-2-115,Penafiel,NULL,NORTE,41.1691,-8.34005,NULL,Ligada
ESF,VLCI 81-PC-12,VLCI,SF 02-116,SF 02-116 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-12,Associação Florestal de Entre Douro e Vouga,Oliveira de Azeméis,NULL,NORTE,40.9292,-8.24898,3260642,Ligada
ESF,VLCI AS-11-OG,VLCI,SF 03-116,SF 03-116 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-11-OG,Associação Florestal de Entre Douro e Vouga,Vale de Cambra,NULL,NORTE,40.9292,-8.24898,NULL,Ligada
ESF,VLCI AZ-88-OQ,VLCI,SF 04-116,SF 04-116,NULL,NULL,Hilux,Toyota,NULL,AZ-88-OQ,Associação Florestal de Entre Douro e Vouga,Arouca,NULL,NORTE,40.9292,-8.24898,NULL,Ligada
ESF,VLCI AZ-92-OQ,VLCI,SF 05-116,SF 05-116,NULL,NULL,Hilux,Toyota,NULL,AZ-92-OQ,Associação Florestal de Entre Douro e Vouga,Santa Maria da Feira,NULL,NORTE,40.9292,-8.24898,NULL,Ligada
ESF,VLCI 13-ST-45,VLCI,SF 06-116,SF 06-116,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-45,Associação Florestal de Entre Douro e Vouga,Arouca,NULL,NORTE,40.9292,-8.24898,3260643,Ligada
ESF,VLCI 13-ST-55,VLCI,SF 07-116,SF 07-116,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-55,Município de Vale de Cambra,Vale de Cambra,NULL,NORTE,40.8423,-8.39807,3260644,Ligada
ESF,VLCI 67-TX-20,VLCI,SF 01-117,SF 01-117 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-20,FLORESTA 21 - Associação de Produtores Florestais do Perímetro de Leomil,Moimenta da Beira,NULL,CENTRO,40.9838,-7.65545,4260672,Ligada
ESF,VLCI 53-VA-25,VLCI,SF 03-117,SF 03-117 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-25,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,Sabrosa,NULL,NORTE,41.46,-7.46914,4260645,Ligada
ESF,VLCI 38-XF-69,VLCI,SF 04-117,SF 04-117 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-69,Cooperativa Agrícola de Penela da Beira,Penedono,NULL,CENTRO,41.0426,-7.41954,4260648,Ligada
ESF,VLCI 38-XF-85,VLCI,SF 06-117,SF 06-117 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-85,RIBAFLOR - Associação Florestal das Terras de Ribadouro,Tabuaço,NULL,NORTE,41.0818,-7.82201,4260650,Ligada
ESF,VLCI AS-03-OG,VLCI,SF 07-117,SF 07-117 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-03-OG,Município de Vila Flor,Vila Flor,NULL,NORTE,41.3089,-7.15377,NULL,Ligada
ESF,VLCI 16-XO-79,VLCI,SF 08-117,SF 08-117 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-79,Associação de Produtores Florestais do Vale da Campeã,Vila Real,NULL,NORTE,41.2951,-7.88591,NULL,Ligada
ESF,VLCI AT-11-UT,VLCI,SF 09-117,SF 09-117 ,NULL,NULL,HILUX,Toyota Hilux 2.4 D-4D 4WD CD CH,NULL,AT-11-UT,RIBAFLOR - Associação Florestal das Terras de Ribadouro,Lamego,NULL,CENTRO,41.0818,-7.82201,NULL,Ligada
ESF,VLCI AT-09-UT,VLCI,SF 10-117,SF 10-117 ,NULL,NULL,Toyota Hilux,Toyota,NULL,AT-09-UT,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,Alijó,NULL,NORTE,41.46,-7.46914,4260654,Ligada
